"permco","permno1","permno2","permno3","fyear","Target_CUSIP","Target_Name","Acquiror_Name","Status","Acquiror_Primary_Ticker_Symbol","Target_Primary_Ticker_Symbol","Acquiror_Ticker_Symbol","Target_Ticker_Symbol","Acquiror__CUSIP","sdc_Deal_Number","year_acq_ann","month_acq_ann","yearmonth_acq_ann","yearmonth_acq_ann_complete","acq_complete","year_acq_ann_complete","month_acq_ann_complete","price_per_share","Target_Share_Price_4_Weeks_Prior","Target_Share_Price_1_Week_Prior","Target_Share_Price_1_Day_Prior","percentage_Shares_acq","perc_owned_after_transaction","percentage_shares_sought","Date_Announced","Date_Effective","Date_Withdrawn"
21882,51932,,,1971,"932270","Wallace Computer Services Inc","Moore Corp Ltd","Completed","MCL",,"MCL~MCL",,"615785",1363934020,2003,1,24037,24037,1,2003,1,25.58,20.38,21.82,21.01,100,100,100,1/16/2003,5/15/2003,
22084,75602,,,1989,"832388","Smith's Food & Drug Centers","Fred Meyer Inc","Completed","FMY","SFD","FMY","SFD","593098",662890020,1997,5,23969,23969,1,1997,5,43.97,34.625,37.75,40,100,100,100,5/12/1997,9/9/1997,
22084,75602,,,1989,"832388","Smith's Food & Drug Centers","Smith's Food & Drug Centers","Completed","SFD","SFD","SFD","SFD","832388",533502020,1996,1,23953,23953,1,1996,1,36,26,25.25,28,50,50,50,1/30/1996,5/23/1996,
25915,75195,,,1987,"975628","Winston Furniture Co Inc","WF Holdings Inc","Completed",,"WAF",,"WAF","92925L",108224020,1988,11,23867,23867,1,1988,11,16.88,13.875,13,13,100,100,100,11/7/1988,1/16/1989,
26082,76219,,,1990,"893521","Transatlantic Holdings Inc","Alleghany Corp","Completed","Y","TRH","Y","TRH","017175",2364032020,2011,11,24143,24143,1,2011,11,59.79,47.75,45.2,44.01,100,100,100,11/21/2011,3/6/2012,
26110,76475,,,1990,"030406","American Waste Services","USA Waste Services Inc","Completed","UW","AW","UW","AW","902917",732348020,1998,2,23978,23978,1,1998,2,4,1.5,1.563,2,100,100,100,2/9/1998,6/18/1998,
26316,78468,,,1983,"054546","AXCESS International Inc","Investor Group","Completed",,,,,"46145M",2085705020,2007,7,24091,24091,1,2007,7,,,,,100,100,100,7/30/2007,6/19/2009,
26316,78468,,,1983,"054546","AXCESS International Inc","Innovative Software Tech Inc","Completed","INIV","AXSI","INIV","AXSI","45768A",1778132020,2006,6,24078,24078,1,2006,6,,1.1,1.35,1.2,100,100,100,6/26/2006,6/26/2006,
27553,86743,,,1999,"126426","CT Communications Inc","Windstream Corp","Completed","WIN","CTCI","WIN","CTCI","97381W",1871864020,2007,5,24089,24089,1,2007,5,31.5,24.58,21.35,21.58,100,100,100,5/29/2007,8/31/2007,
27575,84402,,,1997,"661562","North Pittsburgh Systems Inc","Consolidated Commun Hldg Inc","Completed","CNSL","NPSI","CNSL","NPSI","209034",1884251020,2007,7,24091,24091,1,2007,7,25,19.95,21.01,21.25,100,100,100,7/2/2007,12/31/2007,
27638,13250,,,2012,"779268","Roundy's Inc","Kroger Co","Completed","KR","RNDY","KR","RNDY","501044",2819185020,2015,11,24191,24191,1,2015,11,3.6,2.47,2.25,2.18,100,100,100,11/11/2015,12/18/2015,
27706,86018,,,1998,"423328","Heller Financial Inc","General Electric Capital Corp","Completed","GEA","HF","GEA","HF","369622",1206102020,2001,7,24019,24019,1,2001,7,53.75,39.42,36.17,35.9,100,100,100,7/30/2001,10/25/2001,
28332,80703,,,1994,"67019U","NTELOS Inc","Bondholders","Completed",,"NTLO",,"NTLO","09788F",1431157020,2003,8,24044,24044,1,2003,8,,0.02,0.02,0.02,100,100,100,8/12/2003,9/9/2003,
28862,80701,,,1994,"207015","Conestoga Enterprises Inc","D&E Communications Inc","Completed","DECC","CENI","DECC","CENI","232860",1243045020,2001,11,24023,24023,1,2001,11,33,27.34,30.3,31.75,100,100,100,11/21/2001,5/24/2002,
29000,76596,,,1991,"032161","AMSCO International","Steris Corp","Completed","STRL","ASZ","STRL","ASZ","859152",524538020,1995,12,23952,23952,1,1995,12,19.09,16.5,17.125,17.75,100,100,100,12/18/1995,5/14/1996,
29018,76634,,,1991,"872616","TPC Corp(PacifiCorp Holdings)","NI Energy Services Inc","Completed",,"TPC",,"TPC","62928H",853007020,1999,2,23990,23990,1,1999,2,,,,,100,100,100,2/16/1999,4/6/1999,
29018,76634,,,1991,"872616","TPC Corp","PacifiCorp Holdings Inc","Completed",,"TPC",,"TPC","69511Y",606599020,1997,3,23967,23967,1,1997,3,13.41,8.625,8.125,8.813,100,100,100,3/11/1997,4/15/1997,
29031,76673,,,1991,"76128Y","Retail Ventures Inc","DSW Inc","Completed","DSW","RVI","DSW","RVI","23334L",2278798020,2011,2,24134,24134,1,2011,2,15.52,14.85,15.59,15.66,100,100,100,2/8/2011,5/26/2011,
29108,77061,,,1992,"086585","BET Holdings II Inc","Viacom Inc","Completed","VIA",,"VIA~VIA.B",,"925524",1062008020,2000,11,24011,24011,1,2000,11,,,,,100,100,100,11/3/2000,1/23/2001,
29476,77546,,,1992,"319963","First Data Corp","Kohlberg Kravis Roberts & Co","Completed",,"FDC",,"FDC","50025Q",1854977020,2007,4,24088,24088,1,2007,4,34,24.6,26.5,26.9,100,100,100,4/2/2007,9/24/2007,
29477,77550,,,1992,"45950M","International Family Ent Inc","Fox Kids Worldwide Inc","Completed","N/A","FAM","N/A","FAM","351383",635490020,1997,4,23968,23968,1,1997,4,35,16.88,17.88,18,100,100,100,4/22/1997,9/4/1997,
29493,77608,,,1992,"67090F","Nuveen Investments Inc","TIAA-CREF I&I Services LLC","Completed",,,,,"87808Q",2628305020,2014,4,24172,24172,1,2014,4,,,,,100,100,100,4/14/2014,10/1/2014,
29493,77608,,,1992,"67090F","Nuveen Investments Inc","Windy City Acquisition Corp","Completed",,"JNC",,"JNC","97379Q",1879900020,2007,6,24090,24090,1,2007,6,65,54.31,53.55,54.16,100,100,100,6/20/2007,11/13/2007,
29719,78796,,,1992,"420804","Hayes Wheels International Inc","Motor Wheel Corp","Completed",,"HAY",,"HAY","620066",545908020,1996,3,23955,23955,1,1996,3,32,22.375,24,24.75,100,100,100,3/29/1996,7/2/1996,
29723,78789,,,1992,"577875","Maybelline Inc","L'Oreal SA","Completed","OR","MAY","OR","MAY","54405Q",522769020,1995,12,23952,23952,1,1995,12,44,22.75,26.375,31,100,100,100,12/11/1995,2/14/1996,
29747,78948,,,1993,"08520F","Berlitz International Inc","Fukutake Publishing Co Ltd","Completed",,"BTZ",,"BTZ","35959E",267088020,1992,8,23912,23912,1,1992,8,20.98,19,17.25,17.5,99.6,100,99.6,8/19/1992,2/8/1993,
29795,79042,,,1993,"790289","St John Knits Inc","Investor Group","Completed",,"SJK",,"SJK","46145M",828941020,1998,12,23988,23988,1,1998,12,30,26,26.87,26.43,100,100,100,12/8/1998,7/7/1999,
29795,79042,,,1993,"790289","St John Knits Inc","Escada AG","Completed","ESC",,"ESC",,"29605H",142225020,1989,12,23880,23880,1,1989,12,,,,,80,80,80,12/11/1989,12/11/1989,
29918,79437,,,1993,"527482","Levitz Home Furnishings Inc","Prentice Capital Management LP","Completed",,,,,"74097C",1721684020,2005,12,24072,24072,1,2005,12,,,,,100,100,100,12/19/2005,12/19/2005,
29936,79545,,,1993,"099724","Borg-Warner Automotive Inc","Shareholders","Completed",,,,,"81949M",320142020,1992,10,23914,23914,1,1992,10,25,,,,100,100,100,10/20/1992,1/27/1993,
29957,79669,,,1993,"14018K","Capital Guaranty Corp","Finl Security Assurance Hldgs","Completed","FSA","CGY","FSA","CGY","31769P",487550020,1995,8,23948,23948,1,1995,8,22.48,18.625,20.5,21,100,100,100,8/18/1995,12/20/1995,
29995,79779,,,1993,"19104E","Cobra Industries Inc","Investor Group","Completed",,"COI",,"COI","46145M",526065020,1995,10,23950,23950,1,1995,10,,3.5,3,3,100,100,100,10/6/1995,10/6/1995,
29995,79779,,,1993,"19104E","Cobra Industries Inc","Lincolnshire Management Inc","Completed",,"COI",,"COI","53505A",360071020,1993,4,23920,23920,1,1993,4,,49.5,49.5,49.5,100,100,100,4/30/1993,4/30/1993,
30052,79925,,,1993,"895926","Trident NGL Holding Inc","Trident NGL Holding Inc","Completed","NGL,N","NGL,N","NGL,N","NGL,N","895926",451412020,1995,2,23942,23942,1,1995,2,11.75,10.375,10.875,10.625,50.1,50.1,50.1,2/13/1995,3/14/1995,
30052,79925,,,1993,"895926","Trident NGL Holding Inc","Natural Gas Clearinghouse","Completed",,"NGL,N",,"NGL,N","63885P",420869020,1994,8,23936,23936,1,1994,8,12,9.875,10.625,11.125,100,100,100,8/4/1994,3/14/1995,
30250,80192,,,1994,"02882K","American Paging Inc","TSR Wireless Holdings LLC","Completed",,"APP",,"APP","87287X",720934020,1997,12,23976,23976,1,1997,12,,1.938,1.875,2.125,100,100,100,12/23/1997,12/26/1998,
30367,80404,,,1994,"779088","Rouge Industries Inc","OAO SeverStal","Completed","CHMFG","RGID","CHMFG","RGID","81846H",1444260020,2003,10,24046,24046,1,2003,10,,0.48,0.27,0.23,100,100,100,10/23/2003,1/30/2004,
30391,80425,,,1994,"749553","RF Power Products","Advanced Energy Industries","Completed","AEIS","RFPP","AEIS","RFPP","007973",762771020,1998,6,23982,23982,1,1998,6,4.48,2.563,3,3.875,100,100,100,6/2/1998,10/8/1998,
30419,80679,,,1994,"193294","Kenneth Cole Productions Inc","KCP Holdco Inc","Completed",,"KCP",,"KCP","44257Y",2391203020,2012,2,24146,24146,1,2012,2,15.25,12.48,12.85,13.07,53,100,53,2/24/2012,9/25/2012,
30466,80786,,,1994,"76657T","RightCHOICE Managed Care Inc","WellPoint Health Networks Inc","Completed","WLP","RIT","WLP","RIT","94973H",1229756020,2001,10,24022,24022,1,2001,10,66,42.18,45.15,45.11,100,100,100,10/18/2001,1/31/2002,
30485,81028,81029,,1994,"269282","EXX Inc","Investor Group","Completed",,"EXEXA",,"EXEXA","46145M",2194769020,2010,6,24126,24126,1,2010,6,1.55,0.431,0.4,0.45,100,100,100,6/21/2010,6/21/2010,
30502,81047,,,1994,"82934Q","Sinter Metals Inc","GKN PLC","Completed","GKN","SNM","GKN","SNM","G3900X",661171020,1997,4,23968,23968,1,1997,4,37,27.875,26.75,27,100,100,100,4/30/1997,6/3/1997,
30514,81056,,,1994,"161568","Chase Industries Inc","Olin Corp","Completed","OLN","CSI","OLN","CSI","680665",1293376020,2002,5,24029,24029,1,2002,5,11.52,11.8,14,14.5,100,100,100,5/8/2002,9/27/2002,
30519,81060,,,1994,"408623","John Q Hammons Hotels Inc","Investor Group","Completed",,"JQH",,"JQH","46145M",1637492020,2005,2,24062,24062,1,2005,2,24,20.3,20,23.31,100,100,100,2/4/2005,9/16/2005,
30749,84259,,,1997,"871914","Synthetic Industries Inc","Investcorp Bank BSC","Completed","C.IVP","SIND","C.IVP~IVC","SIND","46111V",939417020,1999,11,23999,23999,1,1999,11,33,27.5,28.25,29.063,100,100,100,11/5/1999,12/31/1999,
30749,84259,,,1997,"871914","Synthetic Industries Inc","SI Holdings Inc","Completed",,,,,"78425Q",23116020,1986,11,23843,23843,1,1986,11,,,,,100,100,100,11/24/1986,12/9/1986,
30833,81131,,,1994,"741504","PriCellular Corp","American Cellular Corp","Completed",,"PC",,"PC","02506R",738631020,1998,3,23979,23979,1,1998,3,14,12.06,12,13,100,100,100,3/9/1998,6/25/1998,
30853,81293,,,1995,"57383T","Marvel Entertainment Inc","Walt Disney Co","Completed","DIS","MVL","DIS~DIG","MVL","254687",2103738020,2009,8,24116,24116,1,2009,8,50,40.41,38.27,38.65,100,100,100,8/31/2009,12/31/2009,
30906,81671,,,1995,"74342P","Promus Hotel Corp","Hilton Hotels Corp","Completed","HLT","PRH","HLT","PRH","432848",920274020,1999,9,23997,23997,1,1999,9,38.5,25.25,29.06,31.375,100,100,100,9/7/1999,12/1/1999,
30945,84027,,,1996,"299761","EVEREN Capital Corp","First Union Corp,Charlotte,NC","Completed","FTU","EVR","FTU","EVR","337358",874983020,1999,4,23992,23992,1,1999,4,31,20.37,23.12,24.125,100,100,100,4/26/1999,10/1/1999,
30945,84027,,,1996,"299761","EVEREN Capital Corp(Kemper)","Shareholders","Completed",,,,,"81949M",460337020,1995,4,23944,23944,1,1995,4,6.84,,,,100,100,100,4/4/1995,9/13/1995,
30947,82235,,,1995,"597911","Midwest Air Group Inc","TPG Capital LP","Completed",,"MEH",,"MEH","88262A",1897213020,2007,8,24092,24092,1,2007,8,17,14.4,13.71,14.23,100,100,100,8/12/2007,1/31/2008,
30948,82236,,,1995,"983101","Wyndham International Inc","Blackstone Group LP","Completed",,"WBR",,"WBR","09253U",1671840020,2005,6,24066,24066,1,2005,6,1.15,0.96,0.96,0.97,100,100,100,6/14/2005,8/16/2005,
30953,82242,,,1995,"74340R","Proliance International Inc","Vista Automotive LLC","Completed",,"PLI",,"PLI","93280L",2089427020,2009,7,24115,24115,1,2009,7,,0.185,0.141,0.141,100,100,100,7/8/2009,8/18/2009,
30961,82295,,,1996,"154785","Central Parking Corp","Standard Parking Corp","Completed","STAN",,"STAN",,"853790",2392628020,2012,2,24146,24146,1,2012,2,,,,,100,100,100,2/29/2012,10/2/2012,
30961,82295,,,1996,"154785","Central Parking Corp","KCPC Holdings Inc","Completed",,"CPC",,"CPC","48507N",1841755020,2007,2,24086,24086,1,2007,2,22.53,18.98,20.5,20.36,100,100,100,2/20/2007,5/22/2007,
31189,82632,,,1996,"089159","Big Flower Holdings Inc","Investor Group","Completed",,"BGF",,"BGF","46145M",899229020,1999,6,23994,23994,1,1999,6,36.75,31.125,33.62,32.81,100,100,100,6/28/1999,12/7/1999,
31381,82773,,,1995,"230029","Culligan Water Technologies","United States Filter Corp","Completed","USF","CUL","USF","CUL","911843",731992020,1998,2,23978,23978,1,1998,2,59.45,46.688,36.5,37.75,100,100,100,2/9/1998,6/15/1998,
31381,82773,,,1995,"230029","Culligan Water Technologies","Shareholders","Completed",,"CUL",,"CUL","81949M",463618020,1995,4,23944,23944,1,1995,4,23.88,,,,100,100,100,4/24/1995,12/15/1995,
31571,82795,,,1996,"431032","Highlands Insurance Group Inc","Shareholders","Completed",,,,,"81949M",501687020,1995,10,23950,23950,1,1995,10,21.13,,,,100,100,100,10/11/1995,1/24/1996,
31587,82862,,,1996,"885571","360 Communications Co","Alltel Corp","Completed","AT","XO","AT~ALTEO","XO","020039",740054020,1998,3,23979,23979,1,1998,3,33.9,22.625,26,29.375,100,100,100,3/16/1998,7/1/1998,
31611,83232,,,1995,"92208M","Vanstar Corp","InaCom Corp","Completed","ICOP","VST","ICOP","VST","45323G",801060020,1998,10,23986,23986,1,1998,10,10.76,8.625,8.188,8.375,100,100,100,10/9/1998,2/17/1999,
31616,83333,,,1996,"19421W","Collective Brands Inc","Collective Brands Inc SPV","Completed",,"PSS",,"PSS","19413E",2382542020,2012,5,24149,24149,1,2012,5,21.75,14.26,14.56,15.89,100,100,100,5/1/2012,10/9/2012,
31625,83439,,,1996,"029861","American States Financial Corp","Safeco Corp","Completed","SAF","ASX","SAF","ASX","786429",652158020,1997,6,23970,23970,1,1997,6,47,29.875,31.625,32.25,100,100,100,6/9/1997,10/1/1997,
31643,83459,,,1996,"79377R","Saks Holdings","Proffitt's Inc","Completed","PFT","SKS","PFT","SKS","742925",769883020,1998,7,23983,23983,1,1998,7,33.36,23.5,26.56,29,100,100,100,7/3/1998,9/18/1998,
31650,83583,,,1996,"94973H","WellPoint Health Networks Inc","Anthem Inc","Completed","ATH","WLP","ATH","WLP","03674B",1444767020,2003,10,24046,24046,1,2003,10,101.06,76.32,83.32,83.93,100,100,100,10/27/2003,11/30/2004,
31658,83594,91663,,1996,"240028","Dayton Superior Corp","Stone Acquisition Corp","Completed",,"DSD",,"DSD","86154X",962853020,2000,1,24001,24001,1,2000,1,27,16,17.5,18.25,100,100,100,1/18/2000,6/16/2000,
31658,83594,91663,,1996,"240028","Dayton Superior Corp","Ripplewood Holdings LLC","Completed",,,,,"76755C",524652020,1995,10,23950,23950,1,1995,10,,,,,100,100,100,10/13/1995,10/13/1995,
31658,83594,91663,,1996,"240028","Dayton Superior Corp","TMB Industries Inc(Onex Corp)","Completed",,,,,"87290M",121111020,1989,6,23874,23874,1,1989,6,,,,,100,100,100,6/22/1989,8/10/1989,
31662,83598,,,1996,"411614","Harborside Healthcare Corp","Sun Healthcare Group Inc","Completed","SUNH",,"SUNH",,"866933",1803596020,2006,10,24082,24082,1,2006,10,,,,,100,100,100,10/19/2006,4/19/2007,
31662,83598,,,1996,"411614","Harborside Healthcare Corp","Investcorp Bank BSC","Completed","C.IVP","HBR","C.IVP~IVC","HBR","46111V",752558020,1998,4,23980,23980,1,1998,4,25,23.625,20.375,21.125,91,91,91,4/15/1998,8/11/1998,
31665,83602,,,1996,"45245A","Imation","Shareholders","Completed",,,,,"81949M",517309020,1995,11,23951,23951,1,1995,11,23.88,,,,100,100,100,11/14/1995,7/1/1996,
31711,83823,,,1996,"406545","Hambrecht & Quist Group Inc","Chase Manhattan Corp,NY","Completed","CMB","HQ","CMB","HQ","16161A",927113020,1999,9,23997,23997,1,1999,9,50,38.1875,39.625,41.0625,100,100,100,9/28/1999,12/10/1999,
31756,84018,,,1996,"145845","Carson Inc","Cosmair Inc","Completed",,"CIC",,"CIC","22121Q",981246020,2000,2,24002,24002,1,2000,2,5.2,3.5,3.688,3.75,100,100,100,2/28/2000,9/15/2000,
31763,84025,,,1996,"257159","Dominick's Supermarkets Inc","Safeway Inc","Completed","SWY","DFF","SWY","DFF","786514",801772020,1998,10,23986,23986,1,1998,10,49,42,40.5,41.375,100,100,100,10/13/1998,11/20/1998,
31772,84036,,,1996,"785905","Sabre Holdings Corp","Sovereign Holdings Inc","Completed",,"TSG",,"TSG","84698L",1819992020,2006,12,24084,24084,1,2006,12,32.75,26.3,28.02,28.32,100,100,100,12/12/2006,3/30/2007,
31772,84036,,,1996,"785905","Sabre Holding Corp(AMR Corp)","Shareholders","Completed",,"TSG",,"TSG","81949M",951911020,1999,12,24000,24000,1,1999,12,48.38,50.5,44.5,51.875,82.93,82.9,82.9,12/14/1999,3/15/2000,
31799,84169,,,1996,"535679","Linens 'n Things Inc","Galaxy Brand Holdings Inc","Completed",,,,,"4A0536",2593345020,2013,12,24168,24168,1,2013,12,,,,,100,100,100,12/9/2013,12/9/2013,
31799,84169,,,1996,"535679","Linens n Things Inc","Investor Group","Completed",,"LIN",,"LIN","46145M",1710240020,2005,11,24071,24071,1,2005,11,28,23.94,24.37,25.94,100,100,100,11/8/2005,2/3/2006,
31815,84361,,,1996,"055239","BA Merchant Services Inc","TransFirst Inc","Completed",,,,,"89365F",1334583020,2002,10,24034,24034,1,2002,10,,,,,100,100,100,10/10/2002,10/10/2002,
31831,84371,,,1996,"608910","MoneyGram Payment Systems Inc","Viad Corp","Completed","VVI","MNE","VVI","MNE","92552R",750187020,1998,4,23980,23980,1,1998,4,17.35,12.188,15,15.563,100,100,100,4/6/1998,7/10/1998,
31842,84377,,,1997,"909208","Unisource Worldwide Inc","Bain Capital LLC","Completed",,,,,"05682Q",1319844020,2002,8,24032,24032,1,2002,8,,,,,60,60,60,8/14/2002,11/27/2002,
31842,84377,,,1997,"909208","Unisource Worldwide Inc","Georgia-Pacific Corp","Completed","GP","UWW","GP","UWW","373298",880105020,1999,5,23993,23993,1,1999,5,12,7.18,8.37,8.75,100,100,100,5/10/1999,7/6/1999,
31842,84377,,,1997,"909208","Unisource Worldwide Inc","Shareholders","Completed",,,,,"81949M",549220020,1996,4,23956,23956,1,1996,4,20.13,,,,100,100,100,4/17/1996,1/2/1997,
31848,84382,,,1997,"16361A","ChemFirst Inc","DuPont","Completed","DD","CEM","DD","CEM","263534",1313740020,2002,7,24031,24031,1,2002,7,29.2,28.05,23.22,22.76,100,100,100,7/23/2002,11/6/2002,
31898,84391,,,1996,"437608","HomeSide International Inc","Washington Mutual,Seattle,WA","Completed","WM","HSL","WM","HSL","939322",1228178020,2001,12,24024,24024,1,2001,12,,0,0,0,100,100,100,12/11/2001,3/1/2002,
31898,84391,,,1996,"437608","HomeSide Inc","National Australia Bank Ltd","Completed","NAB","HSL","NAB~NAB","HSL","632525",705659020,1997,10,23974,23974,1,1997,10,27.83,25.938,24.813,24.25,100,100,100,10/27/1997,2/10/1998,
31905,84396,,,1997,"89618L","Trigon Healthcare Inc","Anthem Inc","Completed","ATH","TGH","ATH","TGH","03674B",1290700020,2002,4,24028,24028,1,2002,4,105.08,73.63,79.6,84.25,100,100,100,4/29/2002,7/31/2002,
31910,84573,,,1997,"117661","Brylane Inc","Pinault Printemps-Redoute","Completed","PP","BYL","PP","BYL","72220E",815921020,1998,12,23988,23988,1,1998,12,24.5,17,13,16.875,51.01,100,51,12/2/1998,4/23/1999,
31978,84779,,,1997,"481138","Journal Register Co","21st CMH Acquisition Corp","Completed",,,,,"2A9797",2507568020,2013,3,24159,24159,1,2013,3,,,,,100,100,100,3/22/2013,4/5/2013,
31978,84779,,,1997,"481138","Journal Register Co","Alden Global Capital","Completed",,"JRCOQ",,"JRCOQ","06345H",2329079020,2011,7,24139,24139,1,2011,7,,0,0,0,100,100,100,7/14/2011,7/14/2011,
31978,84779,,,1997,"481138","Journal Register Co","Creditors","Completed",,"JRC",,"JRC~JRCO","22542Z",2052191020,2009,2,24110,24110,1,2009,2,,0.006,0.004,0.004,100,100,100,2/21/2009,8/11/2009,
31987,84785,,,1996,"806693","Schiff Nutrition Intl Inc","Reckitt Benckiser Group PLC","Completed","RBL","SHF","RBL","SHF","75638Q",2468450020,2012,11,24155,24155,1,2012,11,42,24.54,23.28,23.19,100,100,100,11/15/2012,12/17/2012,
32008,85071,,,1997,"697934","Pameco Corp","Investor Group","Completed",,"PAMC",,"PAMC","46145M",1160997020,2001,1,24013,24013,1,2001,1,0.45,0.375,0,0,84.63,100,84.6,1/16/2001,5/29/2001,
32008,85071,,,1997,"697934","Pameco Corp","Investor Group","Completed",,,,,"46145M",246556020,1992,2,23906,23906,1,1992,2,,,,,100,100,100,2/13/1992,3/19/1992,
32008,85071,,,1997,"697934","Pameco Corp","MLX Corp(Three Cities)","Completed","MLXX",,"MLXX",,"553076",106473020,1987,1,23845,23845,1,1987,1,,,,,100,100,100,1/13/1987,1/13/1987,
32031,85239,,,1997,"363547","Galileo International Inc","Cendant Corp","Completed","CD","GLC","CD~CDG~CDI","GLC~LIL","151313",1192113020,2001,6,24018,24018,1,2001,6,31.66,15.438,15.563,19.5,100,100,100,6/18/2001,10/1/2001,
32086,85343,85344,,1997,"81413P","Security Capital Group Inc","General Electric Capital Corp","Completed","GEA","SCZ","GEA","SCZ~SCZ.A~SCZA","369622",1251441020,2001,12,24024,24024,1,2001,12,,1000,1055,1050,100,100,100,12/14/2001,5/14/2002,
32094,85409,,,1996,"158910","Chancellor Broadcasting Co","Premiere Radio Networks Inc","Completed",,"CBCA",,"CBCA","740906",728789020,1998,1,23977,23977,1,1998,1,,0,0,0,100,100,100,1/28/1998,3/19/1998,
32094,85409,,,1996,"158910","Chancellor Broadcasting Co","Evergreen Media Corp","Completed","EVGM","CBCA","EVGM","CBCA","300248",642726020,1997,2,23966,23966,1,1997,2,29.77,26.25,31.438,29.25,100,100,100,2/18/1997,9/5/1997,
32113,85429,,,1997,"465855","Ivex Packaging Corp","Alcoa Inc","Completed","AA","IXX","AA","IXX","013817",1270146020,2002,3,24027,24027,1,2002,3,21.5,20.65,20.93,21.04,100,100,100,3/18/2002,7/1/2002,
32115,85431,,,1997,"501940","LNR Property LLC","Starwood Property Trust Inc","Completed","STWD",,"STWD",,"85571B",2462290020,2013,1,24157,24157,1,2013,1,,,,,100,100,100,1/24/2013,4/22/2013,
32115,85431,,,1997,"501940","LNR Property Corp","Riley Property Holdings LLC","Completed",,"LNR",,"LNR","76732K",1597176020,2004,8,24056,24056,1,2004,8,63.1,54.01,57,59.12,100,100,100,8/27/2004,2/3/2005,
32115,85431,,,1997,"501940","LNR Property Corp(Lennar Corp)","Shareholders","Completed",,,,,"81949M",669668020,1997,6,23970,23970,1,1997,6,25,,,,100,100,100,6/11/1997,10/31/1997,
32116,85432,,,1997,"554153","Mac-Gray Corp","CSC ServiceWorks Inc","Completed",,"TUC",,"TUC","6A6719",2575867020,2013,10,24166,24166,1,2013,10,21.25,14.26,14.51,14.93,100,100,100,10/15/2013,1/9/2014,
32119,85436,,,1997,"716335","Petersen Companies Inc","Emap PLC","Completed","EMA","PTN","EMA","PTN","26861Q",822082020,1998,12,23988,23988,1,1998,12,34,24.31,23.62,31.31,100,100,100,12/15/1998,1/21/1999,
32144,85603,,,1997,"235774","Dan River Inc","GHCL Ltd","Completed","GHCL",,"GHCL~500171",,"36349X",1718873020,2005,12,24072,24072,1,2005,12,,,,,90,90,90,12/27/2005,12/27/2005,
32144,85603,,,1997,"235774","Dan River Inc","Investor Group","Completed",,,,,"46145M",128331020,1989,10,23878,23878,1,1989,10,,,,,100,100,100,10/5/1989,11/16/1989,
32177,85648,,,1997,"29089K","Emerging Communications Inc","Innovative Communication Corp","Completed",,"ECM",,"ECM","45756Z",762271020,1998,5,23981,23981,1,1998,5,10.25,6.375,7.375,7,100,100,100,5/29/1998,10/20/1998,
32177,85648,,,1997,"29089K","Emerging Communications Inc","Shareholders","Completed",,,,,"81949M",687744020,1997,8,23972,23972,1,1997,8,8.25,,,,100,100,100,8/12/1997,12/31/1997,
32189,85661,,,1997,"857550","Staten Island Bancorp Inc,NY","Independence Cmnty Bk Corp,NY","Completed","ICBC","SIB","ICBC","SIB","453414",1430656020,2003,11,24047,24047,1,2003,11,,20.95,20.83,21.16,100,100,100,11/25/2003,4/13/2004,
34680,85903,,,1998,"20563P","CompX International Inc","NL Industries Inc","Completed","NL","CIX","NL","CIX","629156",1606059020,2004,9,24057,24057,1,2004,9,16.25,16,17.07,17.01,68,68,68,9/24/2004,9/24/2004,
34707,85931,86380,,1998,"930059","Waddell & Reed Financial Inc","Shareholders","Completed",,,,,"81949M",719641020,1997,11,23975,23975,1,1997,11,20.56,,,,64,64,64,11/17/1997,11/6/1998,
34720,85944,,,1998,"898647","Tucker Anthony Sutro","Royal Bank of Canada","Completed","RY","TA","RY~RY","TA","780087",1206101020,2001,8,24020,24020,1,2001,8,24,22,25.85,27,100,100,100,8/1/2001,11/1/2001,
34730,85955,,,1998,"89674L","Tristar Aerospace Co","AlliedSignal Inc","Completed","ALD","TSX","ALD","TSX","019512",937968020,1999,11,23999,23999,1,1999,11,9.5,5.75,5.938,6.625,100,100,100,11/1/1999,12/15/1999,
34738,86010,,,1998,"14067G","Capstar Broadcasting Corp","Chancellor Media Corp","Completed","AMFM","CRB","AMFM","CRB","158915",788183020,1998,8,23984,23984,1,1998,8,20.19,24.563,21,21.5,100,100,100,8/27/1998,7/14/1999,
34750,86025,15045,,1998,"640094","Neff Corp","Creditors","Completed",,,,,"22542Z",2223105020,2010,5,24125,24125,1,2010,5,,,,,,,67,5/16/2010,10/4/2010,
34750,86025,15045,,1998,"640094","Neff Corp","Lightyear Fund II LP","Completed",,,,,"53212X",1855494020,2007,4,24088,24088,1,2007,4,,,,,100,100,100,4/2/2007,6/4/2007,
34750,86025,15045,,1998,"640094","NEFF Corp","Odyssey Invest Partners LLC","Completed",,"NFFCA",,"NFFCA","67611E",1656092020,2005,4,24064,24064,1,2005,4,,3.02,5.5,4.9,100,100,100,4/7/2005,6/3/2005,
34765,86102,,,1998,"314211","Federated Investors(Aetna)","Investor Group","Completed",,,,,"46145M",116156020,1989,3,23871,23871,1,1989,3,,,,,100,100,100,3/13/1989,8/8/1989,
