"permco","permno1","permno2","permno3","fyear","Target_CUSIP","Target_Name","Acquiror_Name","Status","Acquiror_Primary_Ticker_Symbol","Target_Primary_Ticker_Symbol","Acquiror_Ticker_Symbol","Target_Ticker_Symbol","Acquiror__CUSIP","sdc_Deal_Number","year_acq_ann","month_acq_ann","yearmonth_acq_ann","yearmonth_acq_ann_complete","acq_complete","year_acq_ann_complete","month_acq_ann_complete","price_per_share","Target_Share_Price_4_Weeks_Prior","Target_Share_Price_1_Week_Prior","Target_Share_Price_1_Day_Prior","percentage_Shares_acq","perc_owned_after_transaction","percentage_shares_sought","Date_Announced","Date_Effective","Date_Withdrawn"
12299,79422,,,1993,"854727","Stant Inc(Emery Air Freight)","SI Acquisition Inc","Completed",,,,,"78424W",24294020,1987,10,23854,23854,1,1987,10,,,,,100,100,100,10/16/1987,11/16/1987,
12299,79422,,,1993,"854727","Stant Corp","HIG Capital LLC","Completed",,,,,"40436F",1988723020,2008,6,24102,24102,1,2008,6,,,,,100,100,100,6/18/2008,6/19/2008,
12300,79415,,,1993,"625432","Multi-Market Radio Inc","SFX Broadcasting Inc","Completed","SFXBA","RDIOA","SFXBA","RDIOA","784174",548555020,1996,4,23956,23956,1,1996,4,12.5,10.5,9.625,11.25,100,100,100,4/15/1996,11/22/1996,
12312,79408,,,1993,"682107","Omni Insurance Group Inc","Independent Ins Invest Inc","Completed",,,,,"45480N",1777771020,2006,7,24079,24079,1,2006,7,,,,,100,100,100,7/19/2006,12/1/2006,
12312,79408,,,1993,"682107","Omni Insurance Group Inc","The Hartford Fin Svcs Group","Completed","HIG","OMGR","HIG","OMGR","416515",703632020,1997,10,23974,23974,1,1997,10,31.75,13.75,18.063,17.75,100,100,100,10/16/1997,2/12/1998,
12315,79375,,,1993,"232556","Cygne Designs Inc","Cygne Acquisition Corp","Completed",,,,,"23255Z",365355020,1988,3,23859,23859,1,1988,3,,,,,100,100,100,3/18/1988,3/18/1988,
12351,79494,,,1993,"391153","Great Pines Water Company Inc","Suntory Water Group Inc","Completed",,"GPWC",,"GPWC","86787K",887118020,1999,4,23992,23992,1,1999,4,5.87,5.313,4.875,6.063,100,100,100,4/1/1999,6/7/1999,
12353,79488,,,1993,"269288","EZ Communications Inc","American Radio Systems Corp","Completed","AMRD","EZCIA","AMRD","EZCIA","029161",571774020,1996,8,23960,23960,1,1996,8,47.3,25,30.25,32.5,100,100,100,8/5/1996,4/7/1997,
12354,79533,,,1993,"949470","WellCare Management Group Inc","WellCare Acquisition Co","Completed",,"WELL",,"WELL","94944H",1296033020,2002,5,24029,24029,1,2002,5,0.25,0.105,0.105,0.105,100,100,100,5/17/2002,8/1/2002,
12364,79515,,,1993,"486589","Kaye Group Inc","Hub International Ltd","Completed","HBG","KAYE","HBG~HBG","KAYE","44332P",1083886020,2001,1,24013,24013,1,2001,1,14,8,7.5,7.875,100,100,100,1/20/2001,6/28/2001,
12373,79466,,,1993,"002033","A+ Network Inc","Metrocall Inc","Completed","MTOH","ACOM","MTOH","ACOM","591647",554142020,1996,5,23957,23957,1,1996,5,21.1,12.875,15,15.5,100,100,100,5/16/1996,11/15/1996,
12375,79517,,,1993,"713755","Performance Food Group Co","Panda Acquisition Inc","Completed",,"PFGC",,"PFGC","69773E",1944515020,2008,1,24097,24097,1,2008,1,34.5,26.29,25.19,24.35,100,100,100,1/17/2008,5/27/2008,
12406,79619,,,1993,"757642","Redman Industries Inc","Champion Enterprises Inc","Completed","CHB","RDMN","CHB","RDMN","158496",576434020,1996,8,23960,23960,1,1996,8,24.65,19.5,22.063,23.188,100,100,100,8/14/1996,10/24/1996,
12451,79621,,,1993,"784174","SFX Broadcasting Inc","Capstar Broadcasting Partners","Completed",,"SFXBA",,"SFXBA","14066P",690601020,1998,2,23978,23978,1,1998,2,,60.25,66,67.875,100,100,100,2/20/1998,5/29/1998,
12460,79706,,,1993,"68272W","OnHealth Network Co","Healtheon/WebMD Inc","Completed","HLTH","ONHN","HLTH","ONHN","422209",977941020,2000,2,24002,24002,1,2000,2,12.97,6.938,9.625,9.969,100,100,100,2/16/2000,9/12/2000,
12478,79712,,,1993,"540211","LodgeNet Interactive Corp","Investor Group","Completed",,"LNET",,"LNET","46145M",2483553020,2012,12,24156,24156,1,2012,12,,0.15,0.086,0.08,100,100,100,12/30/2012,4/8/2013,
12511,79725,,,1993,"683755","Opinion Research Corp","infoUSA Inc","Completed","IUSA","ORCI","IUSA","ORCI","456818",1782654020,2006,8,24080,24080,1,2006,8,12,5.61,5.6,5.82,100,100,100,8/4/2006,12/4/2006,
12511,79725,,,1993,"683755","Opinion Research Corp","Investor Group","Completed",,,,,"46145M",238856020,1991,12,23904,23904,1,1991,12,,,,,100,100,100,12/2/1991,12/31/1991,
12529,79876,,,1993,"893779","Transnational Re Corp","PXRE Corp","Completed","PXRE","TREX","PXRE","TREX","693674",553330020,1996,5,23957,23957,1,1996,5,24.32,22.375,20.875,21.625,78.01,100,78,5/10/1996,12/11/1996,
12540,79833,83510,,1994,"396781","Greenwich Air Services Inc","GE","Completed","GE","GASIA","GE","GASIA","369604",648052020,1997,3,23967,23967,1,1997,3,31,23,23.25,25.5,100,100,100,3/10/1997,9/2/1997,
12597,79882,,,1993,"87307Q","TV Guide(Tele-Communications)","Gemstar International Group","Completed","GMST","TVGIA","GMST","TVGIA","G3788V",929745020,1999,10,23998,23998,1,1999,10,54.97,28.125,39.125,41.531,100,100,100,10/4/1999,7/12/2000,
12649,79942,,,1993,"114822","Brothers Gourmet Coffees","Millstone Coffee(Procter)","Completed",,"BEAN",,"BEAN","60114Q",859391020,1999,3,23991,23991,1,1999,3,,,,,100,100,100,3/9/1999,4/30/1999,
12664,80009,,,1994,"691808","Oxford Resources Corp","Barnett Banks,Jacksonville,FL","Completed","BBI","OXFD","BBI","OXFD","068055",622572020,1997,1,23965,23965,1,1997,1,37.14,29,30.063,33.75,100,100,100,1/14/1997,4/1/1997,
12672,80030,,,1993,"801003","SangStat Medical Corp","Genzyme Corp","Completed","GENZ","SANG","GENZ","SANG","372917",1420800020,2003,8,24044,24044,1,2003,8,22.5,14.65,14.33,15.47,100,100,100,8/4/2003,9/15/2003,
12684,79945,,,1993,"222361","Country Star Restaurants Inc","Go Call Inc","Completed","GOCA","KAFE","GOCA","KAFE","380163",864722020,1999,3,23991,23991,1,1999,3,,10.875,13.625,10.875,92.05,92.1,92.1,3/24/1999,3/24/1999,
12707,79957,,,1994,"141702","CareLine Inc(Care Group Inc)","Laidlaw Inc","Completed","LDM","CRLN","LDM~LDM","CRLN","50730K",480864020,1995,7,23947,23947,1,1995,7,10.86,8.625,8.063,8.25,100,100,100,7/18/1995,10/26/1995,
12707,79957,,,1994,"141702","CareLine Inc","Care Group Inc","Completed","CARE",,"CARE",,"14769A",208285020,1991,5,23897,23897,1,1991,5,,,,,100,100,100,5/22/1991,6/26/1991,
12723,80003,,,1993,"649156","New West Eyeworks Inc","National Vision Associates Ltd","Completed","NVAL","NEWI","NVAL","NEWI","638459",773963020,1998,7,23983,23983,1,1998,7,11.5,10,9.75,10.5,100,100,100,7/14/1998,10/26/1998,
12733,79956,,,1993,"200641","Commerce Group Inc","Mapfre SA","Completed","MAP","CGI","MAP~MPFRF~MAP","CGI","219872",1920047020,2007,10,24094,24094,1,2007,10,36.7,30.03,29.3,32.01,100,100,100,10/30/2007,6/4/2008,
12776,80147,,,1994,"710313","Peoples Bank Corp,Indiana","Fifth Third Bancorp,OH","Completed","FITB","PPLS","FITB","PPLS","316773",903211020,1999,7,23995,23995,1,1999,7,73,38.5,40.375,41,100,100,100,7/9/1999,11/19/1999,
12788,80159,,,1994,"899040","Tufco Technologies Inc","Tufco Holdings LLC","Completed",,"TFCO",,"TFCO","8A1031",2597079020,2013,12,24168,24168,1,2013,12,6.07,5.02,5.1,6.06,84.41,84.4,100,12/27/2013,2/21/2014,
12806,80135,,,1993,"784153","SFN Group Inc","Randstad Holding NV","Completed","RAND","SFN","RAND","SFN","75279M",2330648020,2011,7,24139,24139,1,2011,7,14,9.09,9.72,9.17,100,100,100,7/20/2011,9/5/2011,
12815,80289,,,1994,"90329B","USA Mobile Communications","Arch Communications Group Inc","Completed","APGR","USAM","APGR","USAM","039381",460108020,1995,4,23944,23944,1,1995,4,21.95,13,13.25,13.125,100,100,100,4/3/1995,9/7/1995,
12832,80264,,,1994,"92656U","Video Services Corp","Liberty Livewire Corp","Completed","LWIRA","VS","LWIRA","VS","530709",1029896020,2000,7,24007,24007,1,2000,7,9.67,4.813,4.75,4.75,100,100,100,7/26/2000,12/27/2000,
12861,80226,,,1993,"12476P","CAI Wireless Systems Inc","MCI WorldCom","Completed","WCOM","CWSS","WCOM","CWSS~CCAI","55268B",872629020,1999,4,23992,23992,1,1999,4,28,2.063,12.563,21,100,100,100,4/16/1999,9/1/1999,
12866,80245,,,1994,"433550","Hirsch International Corp","Paul Gallagher","Completed",,"HRSH",,"HRSH","40010K",2081911020,2009,6,24114,24114,1,2009,6,0.31,0.25,0.202,0.211,100,100,100,6/12/2009,10/29/2009,
12896,80333,,,1994,"42219G","Health Power Inc","Security Capital Corp","Completed","SCC","HPWR","SCC","HPWR","814131",1014140020,2000,6,24006,24006,1,2000,6,,3.875,4.406,3.688,100,100,100,6/9/2000,12/21/2000,
12897,80353,,,1994,"693315","PHC Inc","Acadia Healthcare Co Inc","Completed",,"PHC",,"PHC","00404A",2312374020,2011,5,24137,24137,1,2011,5,,2.35,2.83,3,100,100,100,5/24/2011,11/1/2011,
12936,80330,,,1994,"365420","Garden State Bancshares","Summit Bancorporation","Completed","SUBN","GRDN","SUBN","GRDN","866008",474125020,1995,6,23946,23946,1,1995,6,22.41,16.25,16.75,16.75,100,100,100,6/14/1995,1/17/1996,
12943,80311,,,1994,"141672","Career Horizons Inc","AccuStaff Inc","Completed","ASI","CHZ","ASI","CHZ","004401",578948020,1996,8,23960,23960,1,1996,8,42.84,26.125,32,31.875,100,100,100,8/26/1996,11/14/1996,
12978,80439,,,1994,"109473","Brightpoint Inc","Ingram Micro Inc","Completed","IM","CELL","IM","CELL","457153",2430074020,2012,7,24151,24151,1,2012,7,9,4.56,4.56,5.41,100,100,100,7/2/2012,10/15/2012,
13004,80444,,,1994,"28148T","Educational Insights Inc","Learning Resources Inc","Completed",,"EDIN",,"EDIN","52216V",1791883020,2006,9,24081,24081,1,2006,9,1.97,0.75,0.72,0.72,100,100,100,9/8/2006,10/17/2006,
13007,80443,,,1994,"23333J","DT Industries Inc","Assembly & Test Worldwide Inc","Completed",,"DTII",,"DTII","04587Y",1511090020,2004,3,24051,24051,1,2004,3,,0.7,0.21,0.18,100,100,100,3/29/2004,7/13/2004,
13007,80443,,,1994,"23333J","DT Industries Inc","Harbour Group Ltd","Completed",,"DTII",,"DTII","41162Q",443152020,1994,8,23936,23936,1,1994,8,,16.75,16.75,15.813,100,100,100,8/31/1994,8/31/1994,
13007,80443,,,1994,"23333J","DT Industries Inc","Undisclosed Acquiror","Completed",,,,,"90449I",175278020,1989,12,23880,23880,1,1989,12,,,,,100,100,100,12/29/1989,12/29/1989,
13066,80549,,,1994,"577766","Maxwell Shoe Co Inc","Jones Apparel Group Inc","Completed","JNY","MAXS","JNY","MAXS","480074",1501286020,2004,2,24050,24050,1,2004,2,23.25,19.06,17.59,18.4,100,100,100,2/25/2004,7/8/2004,
13072,80556,,,1994,"624598","MovieFone Inc","America Online Inc","Completed","AOL","MOFN","AOL","MOFN","02364J",848525020,1999,2,23990,23990,1,1999,2,29.25,16.5,21.25,25,100,100,100,2/1/1999,5/21/1999,
13148,80650,,,1994,"624903","MTL Inc","Sombrero Acquisition Corp","Completed",,"MTLI",,"MTLI","83355V",732947020,1998,2,23978,23978,1,1998,2,40,25.625,28.875,29,100,100,100,2/11/1998,6/10/1998,
13160,80612,,,1994,"09057C","Bio-Plexus Inc","ComVest Ventures","Completed",,"BPXS",,"BPXS","20597Z",1298644020,2002,5,24029,24029,1,2002,5,,0.87,1.4,1.95,84.84,84.8,84.8,5/28/2002,5/28/2002,
13185,80649,,,1994,"584960","MediSense Inc","Abbott Laboratories","Completed","ABT","MSNS","ABT~ABT~ABT~ABT","MSNS","002824",545907020,1996,3,23955,23955,1,1996,3,45,32.375,30.25,30.25,100,100,100,3/29/1996,8/7/1996,
13190,80756,,,1994,"45817Y","Integrity Media Inc","David C Cook","Completed",,,,,"17175A",2324703020,2011,6,24138,24138,1,2011,6,,,,,100,100,100,6/13/2011,6/13/2011,
13190,80756,,,1994,"45817Y","Integrity Media Inc","Investor Group","Completed",,"ITGR",,"ITGR","46145M",1452942020,2003,11,24047,24047,1,2003,11,6.5,3.4,3.77,3.57,52.83,100,52.8,11/21/2003,7/9/2004,
13212,80773,,,1994,"92657V","Video Update Inc","Movie Gallery Inc","Completed","MOVI","VUPDA","MOVI","VUPDA","624581",1233539020,2001,10,24022,24022,1,2001,10,,0.004,0.004,0.004,100,100,100,10/26/2001,12/21/2001,
13224,80761,,,1994,"656301","Norrell Corp","Interim Services Inc","Completed","IS","NRL","IS","NRL","45868P",865001020,1999,3,23991,23991,1,1999,3,16.03,15.625,13.375,12.625,100,100,100,3/25/1999,7/2/1999,
13226,80752,,,1994,"43357B","Hispanic Broadcasting Corp","Univision Communications Inc","Completed","UVN","HSP","UVN","HSP","914906",1301973020,2002,6,24030,24030,1,2002,6,32.05,27.11,24.85,24.45,100,100,100,6/12/2002,9/22/2003,
13272,80804,,,1994,"169467","Chindex International Inc","Investor Group","Completed",,"CHDX",,"CHDX","46145M",2610467020,2014,2,24170,24170,1,2014,2,24,16.72,15.98,17.15,100,100,100,2/17/2014,9/30/2014,
13275,80846,,,1994,"119003","Budget Group Inc","Cendant Corp","Completed","CD","BDGPA","CD~CDG~CDI","BDGPA","151313",1257048020,2002,8,24032,24032,1,2002,8,,0.86,0.69,0.67,100,100,100,8/22/2002,11/22/2002,
13319,80949,,,1994,"742939","Professional Sports Care Mngmt","HealthSouth Corp","Completed","HLSH","PSCM","HLSH","PSCM","421924",554470020,1996,5,23957,23957,1,1996,5,8.39,6.25,6.5,7.375,100,100,100,5/16/1996,8/20/1996,
13331,80913,,,1995,"008190","Affiliated Computer Svcs Inc","Xerox Corp","Completed","XRX","ACS","XRX","ACS","984121",2112178020,2009,9,24117,24117,1,2009,9,63.11,44.8,46.85,47.25,100,100,100,9/28/2009,2/8/2010,
13346,81021,,,1994,"90338N","US Xpress Enterprises Inc","Mountain Lake Acquisition Co","Completed",,"XPRSA",,"XPRSA","62262H",1881257020,2007,6,24090,24090,1,2007,6,20.1,13.87,13.82,14.23,73.2,100,73.2,6/22/2007,10/12/2007,
13365,81005,,,1994,"720773","Piercing Pagoda Inc","Zale Corp","Completed","ZLC","PGDA","ZLC","PGDA","988858",1036489020,2000,8,24008,24008,1,2000,8,21.5,14.375,14.563,16,100,100,100,8/11/2000,10/1/2000,
13377,80972,,,1994,"294644","Equity Corp International","Service Corp International","Completed","SRV","EQU","SRV","EQU","817565",781252020,1998,8,23984,23984,1,1998,8,27,22.875,20.75,22.125,100,100,100,8/6/1998,1/19/1999,
13406,81086,,,1994,"418106","Haskel International Inc","Hamilton Sundstrand Corp","Completed",,,,,"40786H",1597910020,2004,9,24057,24057,1,2004,9,,,,,100,100,100,9/1/2004,10/29/2004,
13406,81086,,,1994,"418106","Haskel International Inc","Investor Group","Completed",,"HSKL",,"HSKL","46145M",861452020,1999,3,23991,23991,1,1999,3,12.9,8.5,8.625,9.063,100,100,100,3/15/1999,5/30/1999,
13410,81110,,,1994,"89385P","Transport Corp of America Inc","TransForce Inc","Completed","TFI",,"TFI",,"89366H",2642178020,2014,6,24174,24174,1,2014,6,,,,,100,100,100,6/2/2014,7/3/2014,
13410,81110,,,1994,"89385P","Transport Corp of America Inc","Patriot Holding Corp","Completed",,"TCAM",,"TCAM","70332M",1705460020,2005,10,24070,24070,1,2005,10,10,7.47,8.18,8,100,100,100,10/27/2005,2/28/2006,
13412,81097,,,1994,"46205A","ION Media Networks Inc","Citadel Investment Group LLC","Completed",,"PAX",,"PAX","17284W",1831939020,2007,1,24085,24085,1,2007,1,1.46,0.59,0.55,0.62,73.15,100,73.1,1/18/2007,6/15/2007,
13415,81109,,,1994,"23330F","DRI Corp","Luminator Technology Group LLC","Completed",,"TBUS",,"TBUS","55094C",2400027020,2012,4,24148,24148,1,2012,4,,0.12,0.11,0.11,100,100,100,4/4/2012,7/16/2012,
13416,81119,,,1994,"987434","Young Broadcasting Inc","Creditors","Completed",,"YBTVA",,"YBTVA","22542Z",2092449020,2009,2,24110,24110,1,2009,2,,0.054,0.045,0.045,100,100,100,2/13/2009,6/25/2010,
13445,81099,,,1995,"71940G","Physician Reliance Network Inc","American Oncology Resources","Completed","AORI","PHYN","AORI","PHYN","028910",819843020,1998,12,23988,23988,1,1998,12,12,9.84,10.37,11.5,100,100,100,12/14/1998,6/15/1999,
13481,81161,,,1994,"532776","LIN Television Corp","Hicks Muse Tate & Furst Inc","Completed",,"LYA",,"LYA","42907P",614884020,1997,8,23972,23972,1,1997,8,55,46.37,48.5,47.87,100,100,100,8/12/1997,3/3/1998,
13481,81161,,,1994,"532776","LIN Television Corp","Shareholders","Completed",,,,,"81949M",409698020,1994,6,23934,23934,1,1994,6,24,,,,100,100,100,6/8/1994,12/29/1994,
13482,81146,,,1994,"05576J","BTG Inc","Titan Corp","Completed","TTN","BTGI","TTN","BTGI","888266",1222795020,2001,9,24021,24021,1,2001,9,17.32,9.2,9.22,10.8,100,100,100,9/20/2001,11/28/2001,
13485,81136,81135,,1994,"045651","Associated Group Inc","Liberty Media Corp","Completed","LMC.A","AGRPA","LMG.B~LMC.A~LMC.B","AGRPA~AGRPB","530718",887072020,1999,6,23994,23994,1,1999,6,67.47,57.875,65.25,65,100,100,100,6/1/1999,1/14/2000,
13485,81136,81135,,1994,"045651","Associated Group Inc","Shareholders","Completed",,,,,"81949M",442686020,1994,12,23940,23940,1,1994,12,22.5,,,,100,100,100,12/14/1994,12/14/1994,
13490,81177,,,1995,"68211J","Omniamerica Inc","American Tower Corp","Completed","AMT","XMIT","AMT","XMIT","03027X",811196020,1998,11,23987,23987,1,1998,11,20.9,20.969,18.625,17.5,100,100,100,11/16/1998,2/26/1999,
13509,81212,,,1995,"277858","EasyLink Services Intl Corp","OpenText Corp","Completed","OTEX","ESIC","OTC~OTEX","ESIC","683715",2410630020,2012,5,24149,24149,1,2012,5,7.25,5.02,5.63,5.9,100,100,100,5/1/2012,7/2/2012,
13550,81264,,,1994,"17244C","CinemaStar Luxury Theaters Inc","Investor Group","Completed",,"LUXY",,"LUXY","46145M",674053020,1997,6,23970,23970,1,1997,6,0.85,1,1.063,1.25,64.7,64.7,64.7,6/26/1997,12/17/1997,
13579,81279,,,1995,"461158","InTime Systems International","Aris Corp","Completed","ARSC","TAMS","ARSC","TAMS","04040A",755456020,1998,5,23981,23981,1,1998,5,8.91,6.938,7.75,7.5,100,100,100,5/7/1998,6/30/1998,
13613,81475,,,1995,"203004","Commonwealth Industries Inc","IMCO Recycling Inc","Completed","IMR","CMIN","IMR","CMIN","449681",1580848020,2004,6,24054,24054,1,2004,6,10.95,8.58,9.45,8.6,100,100,100,6/17/2004,12/9/2004,
13620,81505,,,1995,"697033","Palmer Wireless Inc","Price Communications Corp","Completed","PR","PWIR","PR","PWIR","741437",665682020,1997,5,23969,23969,1,1997,5,17.5,10.625,11.25,12.063,100,100,100,5/23/1997,10/6/1997,
13633,81492,,,1995,"436419","Holmes Protection Group Inc","Tyco International Ltd","Completed","TYC","HLMS","TYC~TYI~TYC","HLMS","902124",721386020,1997,12,23976,23976,1,1997,12,17,19.313,18,18,100,100,100,12/29/1997,2/9/1998,
13702,81631,,,1995,"64120U","NetVantage Inc","Cabletron Systems Inc","Completed","CS","NETVA","CS","NETVA","126920",768881020,1998,6,23982,23982,1,1998,6,8.58,7.625,5.563,5.063,100,100,100,6/22/1998,9/25/1998,
13706,81595,,,1995,"300355","Everlast Worldwide Inc","Brands Holdings Ltd","Completed",,"EVST",,"EVST","10535M",1883492020,2007,6,24090,24090,1,2007,6,33,19.74,22.06,23.15,100,100,100,6/28/2007,9/20/2007,
13752,81685,,,1995,"080381","Belmont Homes Inc","Cavalier Homes Inc","Completed","CAV","BHIX","CAV","BHIX","149507",684808020,1997,8,23972,23972,1,1997,8,7.8,7.125,7.75,9.5,100,100,100,8/4/1997,12/31/1997,
13765,81679,,,1995,"029161","American Radio Systems Corp","CBS Corp","Completed","CBS","AMRD","CBS","AMRD","960402",696263020,1997,9,23973,23973,1,1997,9,44,48,49.375,51.875,100,100,100,9/19/1997,6/5/1998,
13793,81760,,,1995,"926530","VidaMed Inc","Medtronic Inc","Completed","MDT","VIDA","MDT","VIDA","585055",1250078020,2001,12,24024,24024,1,2001,12,7.91,5.31,5.9,5.67,83.3,100,83.3,12/6/2001,4/12/2002,
13823,81715,,,1995,"45662K","Inference Corp","eGain Communications Corp","Completed","EGAN","INFR","EGAN","INFR","28225C",987419020,2000,3,24003,24003,1,2000,3,8.28,5.75,10,10.25,100,100,100,3/16/2000,6/30/2000,
13830,81720,,,1995,"607415","MobileMedia Corp","Arch Communications Group Inc","Completed","APGR","MBLM","APGR","MBLM","039381",785550020,1998,6,23982,23982,1,1998,6,,0.516,0.516,0.516,100,100,100,6/22/1998,6/4/1999,
13890,82202,,,1995,"68628K","Orion Network Systems Inc","Apple Computer Inc","Completed","AAPL",,"AAPL~ACP",,"037833",24111020,1988,6,23862,23862,1,1988,6,,,,,100,100,100,6/7/1988,6/7/1988,
13890,82202,,,1995,"68628K","Orion Network Systems Inc","Loral Space & Communications","Completed","LOR","ONSI","LOR","ONSI","G56462",701477020,1997,10,23974,23974,1,1997,10,20.39,15.375,15.938,16.969,100,100,100,10/6/1997,3/20/1998,
13927,82157,91262,,1995,"049164","Atlas Air Worldwide Holdings","Creditors","Completed",,"AAWW",,"AAWW","22542Z",1603327020,2004,4,24052,24052,1,2004,4,,0.27,0.23,0.08,86,86,86,4/22/2004,7/28/2004,
13969,82286,,,1995,"89589P","Triathlon Broadcasting Co","Capstar Radio Broadcasting","Completed",,"TBCOA",,"TBCOA","14068N",777968020,1998,7,23983,23983,1,1998,7,13,10.438,11.063,12.25,100,100,100,7/24/1998,3/24/1999,
14006,82267,,,1995,"59517M","Microwave Power Devices Inc","Telefonaktiebolaget LM","Completed","ERIC","MPDI","ERICB~ERIC","MPDI","294821",1056351020,2000,10,24010,24010,1,2000,10,8.7,7.5,5.75,6,100,100,100,10/13/2000,11/28/2000,
14076,82472,,,1995,"039914","Argyle Television Inc","Hearst Broadcasting Group","Completed",,"ARGL",,"ARGL","42232N",575392020,1997,3,23967,23967,1,1997,3,26.5,23.125,22.75,23,100,100,100,3/26/1997,9/3/1997,
14076,82472,,,1995,"039914","Argyle Television Holding Inc","New World Communications Group","Completed","NWCG",,"NWCG",,"64927A",406509020,1994,5,23933,23933,1,1994,5,,,,,100,100,100,5/23/1994,3/31/1995,
14078,82510,,,1995,"654390","Nimbus CD International Inc","Carlton Communications PLC","Completed","CCTVY","NMBS","CCTVY~CCM","NMBS","142872",766951020,1998,6,23982,23982,1,1998,6,11.5,10.375,10.875,10.75,100,100,100,6/17/1998,9/8/1998,
14088,82524,,,1995,"823781","Sheridan Healthcare Inc","JW Childs Associates LP","Completed",,,,,"46640M",1608582020,2004,10,24058,24058,1,2004,10,,,,,100,100,100,10/6/2004,11/12/2004,
14088,82524,,,1995,"823781","Sheridan Healthcare Inc","Investor Group","Completed",,"SHCR",,"SHCR","46145M",865411020,1999,3,23991,23991,1,1999,3,9.25,7.875,8.25,8.5,100,100,100,3/25/1999,5/10/1999,
14088,82524,,,1995,"823781","Sheridan Healthcare Inc","Investor Group","Completed",,,,,"46145M",1869632020,2007,5,24089,24089,1,2007,5,,,,,100,100,100,5/21/2007,6/15/2007,
14088,82524,,,1995,"823781","Sheridan Healthcare Inc","AmSurg Corp","Completed","AMSG",,"AMSG",,"03232P",2641291020,2014,5,24173,24173,1,2014,5,,,,,100,100,100,5/29/2014,7/16/2014,
14107,82566,,,1995,"59133P","Metamor Worldwide Inc","PSINet Inc","Completed","PSIX","MMWW","PSIX","MMWW","74437C",988922020,2000,3,24003,24003,1,2000,3,44.55,21.5,16.25,16,100,100,100,3/22/2000,6/16/2000,
14112,82584,,,1996,"461915","Investors Financial Svcs Corp","State Street Corp","Completed","STT","IFIN","STT","IFIN","857477",1837042020,2007,2,24086,24086,1,2007,2,65.01,41.98,45.29,46.95,100,100,100,2/5/2007,7/2/2007,
14115,82597,,,1995,"638044","National Surgery Centers Inc","HealthSouth Corp","Completed","HLSH","NSCI","HLSH","NSCI","421924",757482020,1998,5,23981,23981,1,1998,5,32.92,25.5,28.375,28,100,100,100,5/6/1998,7/22/1998,
14121,82568,,,1996,"831686","Smart Choice Automotive Group","Crown Group Inc","Completed","CNGR","SMCH","CNGR","SMCH","228359",918650020,1999,8,23996,23996,1,1999,8,,0.75,0.6875,1,53.81,53.8,53.8,8/27/1999,12/2/1999,
14137,82558,,,1995,"125252","CFC International Inc","Illinois Tool Works Inc","Completed","ITW","CFCI","ITW~ILT","CFCI","452308",1769956020,2006,6,24078,24078,1,2006,6,16.75,10.46,11.45,11.3,100,100,100,6/20/2006,9/6/2006,
14163,82548,,,1995,"03070X","Amerin Corp","CMAC Investment Corp","Completed","CMT","AMRN","CMT","AMRN","125662",813255020,1998,11,23987,23987,1,1998,11,23.43,19.875,21.125,20.875,100,100,100,11/23/1998,6/9/1999,
14210,82663,,,1996,"00753C","Advanced Lighting Tech Inc","Creditors","Completed",,"ADLT",,"ADLT","22542Z",1469361020,2003,5,24041,24041,1,2003,5,,0.16,0.14,0.18,72.9,72.9,72.9,5/5/2003,12/10/2003,
14213,82703,,,1995,"043628","Ascent Entertainment Group Inc","LodgeNet Entertainment Corp","Completed","LNET",,"LNET",,"540211",1821617020,2006,12,24084,24084,1,2006,12,,,,,100,100,100,12/13/2006,4/4/2007,
14213,82703,,,1995,"043628","Ascent Entertainment Group Inc","Liberty Satellite & Tech Inc","Completed","LSATA",,"LSATA~LSATB",,"531182",1211163020,2001,8,24020,24020,1,2001,8,,,,,100,100,100,8/16/2001,4/1/2002,
14213,82703,,,1995,"043628","Ascent Entertainment Group Inc","Liberty Media Corp","Completed","LMC.A","GOAL","LMG.B~LMC.A~LMC.B","GOAL","530718",979381020,2000,2,24002,24002,1,2000,2,15.25,11.875,11.438,10.125,100,100,100,2/22/2000,6/8/2000,
14213,82703,,,1995,"043628","Ascent Entertainment Group Inc","Shareholders","Completed",,"GOAL",,"GOAL","81949M",653517020,1997,3,23967,23967,1,1997,3,8.25,12.25,10.375,10.25,80.67,100,80.7,3/25/1997,6/27/1997,
14260,82696,,,1995,"286164","ElectroStar Inc","Tyco International","Completed","TYC","ESTR","TYC","ESTR","902120",612002020,1996,11,23963,23963,1,1996,11,14,12,11,13,100,100,100,11/29/1996,1/6/1997,
14262,82699,,,1995,"28660G","Elizabeth Arden Inc","Revlon Inc","Completed","REV","RDEN","REV","RDEN","761525",2972389020,2016,6,24198,24198,1,2016,6,14,7.48,9.54,9.33,100,100,100,6/16/2016,9/7/2016,
14316,82832,,,1996,"68212D","Omnipoint Corp","VoiceStream Wireless Corp","Completed","VSTR","OMPT","VSTR","OMPT","928615",897042020,1999,6,23994,23994,1,1999,6,32.23,17.625,18,20.75,100,100,100,6/23/1999,2/28/2000,
14320,82807,,,1996,"002539","Aavid Thermal Technologies Inc","Willis Stein & Partners LP","Completed",,"AATT",,"AATT","97063A",917600020,1999,8,23996,23996,1,1999,8,25.5,19.813,20.688,19.75,100,100,100,8/24/1999,2/2/2000,
